LA Number,Establishment Number,URN,School Phase,Total Number of Teachers (Headcount),Total Number of Teaching Assistants (Headcount),"Total Number of Non Classroom-based School Support Staff, Excluding Auxiliary Staff (Headcount)",Total Number of Teachers (Full-Time Equivalent),Total Number of Teaching Assistants (Full-time Equivalent),"Total Number of Non Classroom-based School Support Staff, Excluding Auxiliary Staff (Full-Time Equivalent)",Pupil:     Teacher Ratio,Mean Gross FTE Salary of All Teachers (£s)
380,4616,142590,Secondary,100,27,25,92.6,20.5,23.8,17.3,"£42,627"
886,3915,142591,Primary,31,35,10,27.8,26.3,8.4,23.2,"£38,274"
815,2331,142592,Primary,10,12,2,9.1,7.1,1.5,27.6,"£40,979"
815,2372,142593,Primary,23,37,16,16.2,17.6,4.2,27.1,"£41,608"
335,4106,142594,Secondary,70,28,19,67.0,24.2,16.0,15.8,"£43,457"
935,3115,142595,Primary,8,2,0,5.6,1.0,0.0,18.7,"£35,417"
878,2013,142596,Primary,31,26,10,25.1,18.6,4.8,23.6,"£36,377"
935,3302,142597,Primary,13,15,7,8.4,7.5,3.1,23,"£37,793"
935,3328,142598,Primary,9,16,2,8.5,6.2,1.8,23.3,"£42,543"
926,3026,142599,Primary,8,5,0,6.5,1.4,0.0,26,"£43,696"
373,3424,142600,Primary,10,11,3,10.0,8.3,2.4,20.8,"£38,444"
393,4604,142601,Secondary,84,4,12,82.5,3.7,11.6,15.5,"£40,795"
851,2670,142602,Primary,16,17,3,13.6,11.5,2.7,19.2,"£39,756"
383,4072,142604,Secondary,19,4,15,19.0,3.6,15.0,17.4,"£44,680"
373,4010,142605,Secondary,26,4,10,25.0,3.4,9.1,16.6,"£38,083"
825,2023,142609,Primary,12,8,6,11.6,6.3,4.7,18.3,"£34,070"
306,2100,142610,Primary,8,7,4,7.5,4.4,3.1,28.5,"£44,779"
845,2019,142611,Primary,21,24,4,17.0,15.5,2.3,22.4,"£37,627"
881,7003,142612,Not applicable,23,11,13,21.2,9.7,10.6,4.3,"£40,386"
886,2077,142613,Primary,14,12,4,12.0,9.7,3.2,20.1,"£39,761"
302,4004,142627,Secondary,54,9,6,31.6,3.7,5.1,11.3,"£44,236"
383,2018,142629,Primary,23,23,7,21.3,21.6,5.4,16.6,"£40,947"
383,7005,142630,Not applicable,65,106,39,64.4,106.0,38.4,4.4,"£42,983"
856,2006,142631,Primary,13,18,2,10.8,14.0,2.0,26.8,"£33,392"
316,2010,142632,Primary,27,21,12,25.9,17.9,11.6,17.5,"£48,737"
926,2118,142633,Primary,27,28,3,24.0,23.4,3.0,17.3,"£36,476"
926,2122,142634,Primary,16,9,4,11.6,4.3,2.5,14.7,"£38,247"
302,3522,142636,Primary,32,20,7,26.7,16.5,6.5,12.3,"£47,153"
816,2016,142637,Primary,23,16,25,18.0,8.6,8.4,22.1,"£40,814"
873,2014,142638,Primary,20,18,4,17.5,14.1,3.0,19.3,"£37,521"
878,2444,142639,Primary,6,8,1,5.0,3.1,1.0,20,"£36,204"
861,2120,142640,Primary,21,28,4,19.6,22.7,3.7,24.4,"£42,498"
878,3606,142641,Primary,12,5,18,8.1,3.5,9.4,10.6,"£35,633"
861,2107,142642,Primary,24,18,13,20.6,14.1,10.4,22.9,"£39,513"
861,2012,142643,Primary,18,36,3,17.0,19.8,2.7,26,"£41,415"
316,4035,142644,Secondary,78,26,28,74.7,24.7,27.0,17.5,"£47,890"
931,2250,142645,Primary,7,10,2,6.1,5.3,1.5,22.1,"£37,305"
816,4229,142648,Secondary,68,20,19,60.5,12.5,16.1,17.4,"£41,257"
878,3115,142649,Primary,10,10,2,7.4,5.0,1.3,13.3,"£39,112"
928,3515,142650,Primary,20,15,3,16.9,11.0,1.9,23.2,"£40,079"
928,3068,142651,Primary,8,9,4,6.8,5.4,2.3,30.5,"£38,561"
878,3108,142652,Primary,5,6,1,3.8,3.2,0.9,18.9,"£40,855"
307,4001,142654,Secondary,50,3,8,46.8,3.0,8.0,13.7,"£44,694"
928,3017,142661,Primary,6,7,3,5.7,5.0,2.1,23,"£36,931"
908,2301,142662,Primary,3,4,1,2.4,2.4,0.8,18,"£43,242"
373,2337,142663,Primary,22,33,5,20.0,28.6,4.1,24.9,"£40,355"
931,3225,142664,Primary,11,9,1,9.5,7.7,1.0,19.2,"£35,617"
925,7011,142665,Not applicable,9,38,2,8.6,37.0,2.0,6.9,"£34,944"
925,7010,142666,Not applicable,11,43,7,10.3,40.8,4.8,6.2,"£36,878"
925,7009,142667,Not applicable,16,31,5,14.7,29.8,4.7,9.3,"£43,888"
908,2320,142668,Primary,5,12,1,4.5,3.1,1.0,28.3,"£34,664"
880,3120,142669,Primary,7,13,2,6.5,6.5,0.3,16,"£38,969"
878,2065,142670,Primary,9,6,4,7.2,3.4,2.2,20.3,"£36,069"
839,2014,142671,Primary,14,11,8,10.4,6.7,5.8,23,"£36,663"
336,2017,142679,Primary,23,16,1,22.6,14.1,1.0,19.7,"£37,351"
336,2019,142680,Primary,23,22,5,23.0,18.1,4.1,17.6,"£38,142"
380,4027,142681,Secondary,51,22,19,49.8,18.9,18.5,16.6,"£42,963"
870,2028,142682,Primary,16,9,7,14.3,6.3,4.9,21.6,"£38,927"
882,2001,142683,Primary,30,22,7,24.2,14.3,5.7,14.9,"£39,360"
336,2029,142684,Primary,16,13,4,14.6,12.2,2.4,15.8,"£39,368"
330,2443,142686,Primary,21,11,7,20.2,9.4,4.9,21.3,"£43,873"
314,5950,142687,Not applicable,20,89,12,19.0,73.2,9.8,6.2,"£47,282"
879,2694,142688,Primary,18,18,5,17.5,14.0,2.1,23.9,"£42,792"
886,3306,142689,Primary,8,4,1,7.5,3.1,0.7,23.2,"£41,869"
838,2003,142690,Primary,17,15,8,15.3,9.7,4.0,21.2,"£38,369"
838,3006,142691,Primary,13,32,4,11.4,16.0,1.5,18.2,"£34,552"
838,3007,142692,Primary,6,4,1,5.8,2.2,0.5,15,"£35,641"
909,2320,142693,Primary,17,19,9,13.5,13.7,3.0,22.9,"£39,650"
305,2034,142694,Primary,6,4,4,4.8,3.0,1.5,18.3,"£45,668"
825,7012,142695,Not applicable,109,29,32,67.0,23.9,29.5,2.9,"£38,010"
860,4160,142696,Middle deemed secondary,29,20,11,27.6,13.9,7.5,17.5,"£38,730"
305,2039,142697,Primary,19,15,2,16.0,7.8,1.9,24,"£45,550"
314,7002,142698,Not applicable,21,65,11,19.7,58.2,11.0,6.8,"£45,151"
301,2006,142699,Primary,44,25,11,42.2,24.2,10.5,20,"£44,349"
331,2124,142700,Primary,19,15,7,17.6,11.8,5.1,25.2,"£38,648"
357,2008,142701,Primary,32,41,3,29.8,26.5,2.7,22,"£41,274"
304,2067,142703,Primary,22,14,6,21.0,13.0,5.5,16.4,"£45,700"
357,2034,142704,Primary,9,7,2,8.3,5.2,2.0,27.3,"£43,667"
894,3369,142705,Primary,23,28,16,20.3,18.4,10.3,22.9,"£41,572"
885,3328,142706,Primary,8,15,3,7.8,9.2,1.6,25.9,"£36,671"
878,3604,142707,Primary,6,6,1,5.2,3.7,0.8,21.4,"£37,259"
316,2034,142708,Primary,53,32,14,52.2,27.2,13.8,14.5,"£48,380"
878,2421,142709,Primary,5,6,2,4.8,4.0,0.9,14.6,"£33,325"
830,4172,142710,Secondary,52,8,14,49.9,6.3,12.6,16.1,"£43,611"
860,4085,142711,Secondary,31,12,8,28.0,7.8,4.8,12.6,"£41,551"
908,2510,142712,Primary,9,8,2,6.6,5.4,1.2,14.2,"£40,198"
320,2084,142713,Primary,19,12,10,17.8,9.8,9.4,20.9,"£34,914"
895,2205,142714,Primary,25,27,7,21.2,22.5,5.5,24.8,"£41,032"
800,2154,142715,Primary,11,6,3,7.6,4.1,1.4,20.8,"£37,633"
800,2153,142716,Primary,12,10,3,10.2,6.1,1.7,20.5,"£38,066"
357,2005,142717,Primary,11,15,4,10.3,12.7,2.3,21.2,"£39,060"
304,5200,142718,Primary,40,27,22,38.2,24.3,21.3,17.5,"£43,476"
305,2046,142721,Primary,7,7,3,6.3,2.6,1.2,13,"£41,246"
311,7003,142722,Not applicable,12,44,6,12.0,36.2,5.7,6.7,"£46,719"
303,2069,142723,Primary,19,26,5,17.4,23.2,4.7,22.7,"£39,398"
855,3336,142724,Primary,11,16,6,8.7,7.8,1.8,23.8,"£50,723"
891,4230,142725,Secondary,54,16,12,53.0,14.8,10.5,15.8,"£41,238"
316,2081,142726,Primary,23,30,9,22.2,26.5,8.6,19.8,"£51,945"
308,4029,142727,Secondary,100,18,26,95.9,17.8,25.8,15.7,"£42,070"
931,2607,142728,Primary,13,28,6,12.6,16.3,4.5,22.8,"£37,028"
306,3409,142729,Primary,10,5,5,7.7,2.4,3.8,28.4,"£45,655"
926,3376,142730,Primary,19,20,4,15.0,12.2,3.0,22.2,"£40,336"
306,3411,142731,Primary,21,17,9,17.8,10.6,8.1,19.6,"£39,134"
926,2022,142732,Primary,23,35,7,19.6,20.2,3.4,21.3,"£44,223"
928,3354,142733,Primary,14,28,4,12.8,18.8,3.6,24.8,"£33,406"
808,3301,142734,Primary,11,9,1,9.6,5.4,1.0,19.8,"£42,599"
870,3300,142735,Primary,22,15,14,20.1,11.3,6.3,20.2,"£39,819"
808,3305,142736,Primary,10,9,2,10.0,6.2,1.3,20.6,"£40,652"
926,3403,142737,Primary,13,21,5,11.0,10.7,3.7,18.6,"£41,267"
928,3350,142738,Primary,11,12,3,10.0,8.3,2.5,20.3,"£39,567"
808,3304,142739,Primary,14,12,2,11.7,8.1,1.5,19.8,"£41,086"
314,7001,142740,Not applicable,32,17,11,30.0,16.4,7.9,5.7,"£45,152"
830,4000,142741,Secondary,70,17,27,63.9,13.1,23.2,17.1,"£44,967"
928,3355,142742,Primary,19,9,4,15.4,6.8,3.8,20.6,"£38,578"
305,2053,142743,Primary,15,10,4,11.4,6.5,2.1,19.2,"£47,563"
845,7031,142744,Not applicable,17,13,5,15.8,11.2,4.6,6.1,"£46,445"
845,7030,142745,Not applicable,28,59,7,25.2,44.3,5.6,5.9,"£41,174"
928,4703,142747,Secondary,52,7,15,49.6,5.8,13.4,15.1,"£37,409"
860,2160,142748,Primary,9,9,2,8.0,4.1,0.9,21.5,"£41,385"
373,2230,142749,Primary,27,46,9,25.5,30.1,7.5,23,"£38,308"
319,2034,142750,Primary,14,7,3,12.7,3.1,2.3,24.5,"£44,765"
926,2226,142751,Primary,4,9,2,3.3,3.5,1.0,14.8,"£42,199"
831,3530,142752,Primary,23,23,5,18.9,19.0,4.5,23,"£38,586"
882,2108,142753,Primary,30,17,11,21.6,10.6,9.9,23.9,"£42,509"
800,3125,142754,Primary,35,37,18,27.5,20.1,8.3,21.1,"£37,170"
860,4086,142755,Secondary,50,9,22,47.1,7.4,15.7,17.3,"£47,469"
895,2166,142756,Primary,16,0,23,12.5,0.0,16.5,25.8,"£42,783"
891,3771,142757,Primary,11,14,4,9.0,9.4,2.3,25.3,"£41,140"
935,4045,142759,Secondary,68,11,24,62.1,8.0,16.9,18,"£42,932"
816,2011,142760,Primary,21,40,28,18.9,20.7,14.9,23.3,"£34,367"
380,4028,142761,Secondary,63,13,29,58.2,11.0,27.0,15.8,"£42,135"
352,4008,142762,Secondary,73,20,26,71.6,20.0,25.3,14.7,"£39,622"
925,2193,142764,Primary,11,13,3,10.6,10.6,2.5,19.2,"£41,296"
335,2025,142765,Primary,16,11,5,15.2,10.1,4.4,22.9,"£34,842"
350,7006,142766,Not applicable,10,24,6,9.7,24.0,5.1,8.1,"£46,899"
372,7002,142768,Not applicable,21,47,6,20.0,45.8,5.6,9.4,"£40,176"
860,2020,142769,Primary,12,14,3,10.0,9.9,2.3,20.2,"£39,794"
935,2116,142770,Primary,9,6,2,5.2,3.3,0.9,16.8,"£30,734"
881,2135,142771,Primary,10,6,4,9.0,5.7,1.7,15.9,"£35,890"
302,2050,142772,Primary,14,21,3,13.5,14.0,2.8,22.2,"£39,448"
382,2049,142774,Primary,18,21,8,17.2,17.1,7.2,26.2,"£38,808"
881,2137,142775,Primary,15,11,4,13.7,7.8,2.6,20,"£41,229"
801,7003,142780,Not applicable,22,51,10,20.6,47.6,9.1,8,"£37,438"
313,4004,142781,Secondary,26,1,5,22.1,1.0,3.8,14.8,"£45,092"
358,7002,142782,Not applicable,15,19,3,14.0,18.3,2.6,6.7,"£34,752"
928,7000,142783,Not applicable,23,42,17,20.1,38.3,16.3,8.1,"£45,840"
894,2002,142785,Primary,9,13,3,8.1,9.2,2.8,26.2,"£40,924"
935,2120,142786,Primary,6,7,3,4.1,3.1,0.9,19.3,"£41,985"
856,2007,142787,Primary,23,14,11,19.6,12.6,6.4,24.3,"£40,653"
879,2005,142788,Primary,21,38,4,18.9,14.0,2.7,23.9,"£38,375"
908,2300,142789,Primary,12,13,4,9.6,7.9,1.9,20.3,"£39,685"
868,2098,142790,Primary,8,15,3,8.0,11.4,2.0,19.5,"£40,091"
868,4063,142791,Middle deemed secondary,32,18,7,31.2,13.9,5.4,15.8,"£41,153"
860,2145,142792,Primary,13,12,4,11.2,9.2,2.1,19,"£42,924"
330,2448,142794,Primary,11,10,4,11.0,8.0,4.0,18.1,"£40,688"
372,7011,142795,Not applicable,21,102,15,19.9,68.4,11.4,6.7,"£40,070"
372,7003,142797,Not applicable,25,79,8,23.2,62.1,6.6,5.4,"£40,244"
340,4613,142798,Secondary,55,13,15,49.9,9.5,13.4,16.9,"£44,897"
860,2128,142799,Primary,10,20,4,8.9,10.2,1.8,16.4,"£42,976"
933,2048,142800,Primary,14,28,3,12.6,16.8,2.8,24.4,"£38,829"
878,2031,142802,Primary,9,17,5,8.0,12.4,4.3,27.1,"£37,430"
878,2440,142803,Primary,12,6,4,10.6,4.1,3.3,20,"£41,548"
908,3797,142804,Primary,12,23,4,9.8,10.0,1.6,23.3,"£35,568"
878,4016,142805,Secondary,67,16,20,59.2,13.4,17.5,16.3,"£40,874"
935,3335,142806,Primary,12,17,2,9.1,9.6,1.6,20.6,"£43,201"
908,2326,142807,Primary,23,34,5,21.3,17.9,2.4,19.8,"£35,284"
860,3132,142809,Primary,9,4,2,6.8,3.0,1.2,17.9,"£36,827"
873,2040,142810,Primary,12,18,3,9.9,13.0,2.3,17.6,"£37,073"
873,2042,142811,Primary,4,8,4,3.1,3.3,2.4,19.4,"£39,800"
830,2016,142812,Primary,7,8,3,6.6,5.2,1.7,18.3,"£35,805"
881,2126,142813,Primary,17,27,3,15.3,20.7,3.0,20.9,"£30,265"
886,2078,142814,Primary,19,25,6,18.0,14.7,3.8,18.9,"£34,861"
887,2017,142817,Primary,31,22,10,29.2,17.2,6.7,21,"£37,453"
926,2125,142818,Primary,15,14,5,11.8,7.0,3.2,14.8,"£42,548"
933,2023,142819,Primary,7,13,0,6.8,6.5,0.0,20.4,"£40,409"
894,4002,142821,Secondary,78,21,26,69.6,13.6,22.9,16.4,"£42,088"
869,4001,142822,Secondary,26,10,17,23.0,6.5,12.2,17.5,"£41,777"
336,2031,142823,Primary,10,5,4,9.3,4.0,3.4,22.2,"£36,585"
380,2028,142824,Primary,26,33,10,22.6,26.4,8.9,23.3,"£40,463"
380,4029,142825,Secondary,87,24,35,84.7,22.0,32.7,16.4,"£45,252"
830,2020,142827,Primary,5,7,5,5.0,4.9,2.3,23.8,"£39,280"
886,2079,142834,Primary,39,34,7,31.4,23.6,6.5,20.1,"£37,658"
380,2020,142836,Primary,25,22,11,23.4,16.9,9.0,22,"£39,414"
926,3016,142837,Primary,8,7,4,8.0,3.3,2.2,19.1,"£39,420"
816,2431,142838,Primary,10,12,7,8.9,6.8,3.8,22.7,"£41,062"
830,3068,142839,Primary,5,7,1,3.6,4.0,1.0,20.7,"£39,472"
926,2247,142840,Primary,18,20,3,16.5,9.0,1.5,21.7,"£39,204"
812,2897,142841,Primary,16,19,2,14.5,12.7,1.6,21.3,"£38,134"
926,5201,142842,Primary,10,12,1,7.2,5.7,1.0,19.1,"£39,336"
860,2252,142843,Primary,21,24,10,19.8,18.9,8.9,19,"£34,746"
816,2001,142844,Primary,20,35,5,17.5,13.7,4.0,24.4,"£39,261"
816,3302,142845,Primary,8,10,4,5.5,3.2,1.6,26.2,"£38,169"
868,3012,142846,Primary,15,11,8,13.0,7.5,4.5,19.8,"£38,940"
825,2060,142847,Primary,7,5,2,6.6,3.7,1.6,21.2,"£39,077"
856,2340,142848,Primary,15,15,4,12.8,11.3,4.0,17.1,"£36,160"
879,3768,142849,Primary,32,22,6,27.2,19.3,4.9,23.7,"£41,878"
908,2453,142850,Primary,22,24,10,20.7,18.5,3.3,19.7,"£41,029"
815,3260,142851,Primary,6,7,1,5.2,3.0,0.7,19.3,"£43,265"
926,3123,142852,Primary,7,7,2,5.3,5.0,1.6,17.1,"£41,229"
802,4144,142853,Secondary,58,10,22,53.7,8.0,17.8,17.3,"£42,194"
926,3089,142855,Primary,2,8,0,2.0,3.2,0.0,20.5,NA
888,4040,142856,Secondary,39,10,12,35.2,8.5,9.9,17.7,"£38,084"
856,2327,142857,Primary,21,22,4,17.2,15.5,3.4,25.5,"£38,114"
330,2180,142858,Primary,34,14,12,30.8,10.9,9.6,14.7,"£38,131"
306,2104,142861,Primary,6,5,2,5.0,3.6,2.0,27.9,"£46,955"
919,2054,142862,Primary,18,8,1,16.7,7.5,1.0,18.1,"£37,335"
931,4012,142863,Secondary,8,0,2,8.0,0.0,1.8,11.6,"£48,341"
310,4001,142864,Secondary,64,36,30,56.5,26.7,22.4,15.8,"£42,720"
888,2004,142866,Primary,15,20,8,15.0,18.5,4.9,24,"£32,464"
928,4020,142869,All-through,57,21,36,53.8,18.5,24.5,16.9,"£42,853"
926,2126,142871,Primary,15,14,18,14.6,11.4,15.0,20.3,"£35,248"
205,4003,142873,16 plus,6,3,2,5.9,3.0,2.0,1,"£47,969"
308,4002,142874,All-through,10,7,4,10.0,6.4,3.0,14.4,"£44,529"
210,2007,142875,Primary,22,14,4,21.3,14.0,3.8,13.3,"£38,146"
211,4003,142879,Secondary,29,3,3,27.6,3.0,3.0,12.5,"£46,230"
937,4009,142881,Secondary,50,15,20,47.3,14.6,19.4,18,"£39,112"
926,4025,142883,Secondary,45,16,19,43.6,14.3,16.8,18.6,"£40,338"
815,4002,142884,Secondary,15,1,15,14.2,1.0,13.6,10.4,"£44,954"
311,2031,142885,Primary,12,10,5,12.0,9.8,4.6,19.8,"£38,224"
878,2067,142886,Primary,17,16,4,15.4,16.0,4.0,24.8,"£31,274"
312,4014,142887,Secondary,20,2,11,20.0,2.0,10.5,18.4,"£48,596"
330,2167,142888,Primary,26,24,9,25.6,23.4,7.4,21.1,"£36,767"
313,2029,142889,Primary,10,4,3,10.0,4.0,3.0,27.8,"£45,286"
895,4004,142890,Secondary,21,1,7,20.8,0.8,5.9,10.6,"£44,356"
341,4007,142891,16 plus,24,6,6,21.1,4.5,6.0,17.2,"£39,088"
352,7000,142893,Not applicable,16,28,5,13.6,28.0,4.6,8.6,"£42,998"
840,4006,142894,Secondary,30,2,8,28.2,2.0,7.2,13,"£38,828"
317,4002,142896,All-through,31,12,5,29.2,11.8,3.9,22,"£36,763"
305,2068,142897,Primary,13,14,3,12.6,9.8,2.9,21.5,"£41,527"
350,2009,142898,Primary,17,18,5,16.5,16.7,4.1,21.9,"£36,537"
877,4004,142899,Secondary,18,4,6,15.8,3.4,5.4,12.8,"£47,287"
334,4001,142900,Secondary,30,3,18,27.2,3.0,12.5,15,"£42,112"
874,4004,142902,Secondary,28,5,8,27.1,5.0,7.8,12.4,"£39,207"
316,4009,142903,Secondary,40,4,28,38.0,3.2,26.1,15.1,"£48,832"
310,2002,142904,Primary,15,17,6,13.4,10.8,4.8,20.8,"£38,617"
208,4005,142905,Secondary,20,2,8,20.0,2.0,8.0,14.4,"£53,587"
826,2021,142907,Primary,30,24,13,27.4,21.5,8.6,17.2,"£37,021"
301,4006,142908,Secondary,52,13,17,51.8,12.8,15.6,13.8,"£41,182"
350,3304,142923,Primary,21,26,19,20.6,19.8,6.2,21.7,"£44,498"
886,2080,142924,Primary,24,29,9,18.7,18.7,5.0,24.4,"£38,046"
873,7006,142932,Not applicable,10,19,6,9.8,19.0,5.6,10.5,"£40,831"
371,2007,142933,Primary,10,8,3,9.5,5.4,2.8,18.6,"£37,373"
371,2008,142934,Primary,4,4,3,4.0,3.0,2.2,15.9,"£38,625"
881,2138,142935,Primary,5,2,3,3.7,1.6,2.5,16.9,"£34,221"
352,2043,142936,Primary,15,14,5,14.0,11.0,3.6,24.1,"£36,854"
373,2045,142937,Primary,19,13,4,17.4,11.2,4.0,15.3,"£36,536"
882,7000,142940,Not applicable,13,5,2,12.3,4.4,1.5,4.6,"£36,604"
800,2249,142941,Primary,10,7,5,8.6,4.4,2.0,22,"£39,272"
800,2293,142942,Primary,8,11,9,8.0,4.5,5.6,21.9,"£35,741"
800,3128,142943,Primary,19,31,3,14.8,17.1,1.5,27.9,"£38,693"
350,3016,142944,Primary,15,20,11,14.8,13.5,4.2,22.2,"£41,695"
380,3352,142945,Primary,14,14,2,11.6,8.0,1.5,17.7,"£41,644"
380,3375,142946,Primary,8,8,5,8.0,5.8,3.2,25,"£39,496"
380,3371,142947,Primary,15,17,3,12.3,7.6,2.8,17.7,"£41,847"
380,5205,142948,Primary,23,20,4,21.5,15.2,3.2,21.4,"£38,086"
380,2121,142949,Primary,18,21,2,16.4,15.8,2.0,19.9,"£40,658"
380,2127,142950,Primary,10,14,4,9.5,8.5,2.5,24.1,"£39,888"
380,3350,142951,Primary,19,24,6,17.9,15.3,5.1,23.9,"£37,295"
908,2410,142952,Primary,11,28,2,9.8,13.4,1.6,20.7,"£41,412"
908,2707,142953,Primary,8,15,1,6.4,8.7,1.0,18.1,"£34,525"
908,2508,142954,Primary,4,8,1,2.9,4.0,0.7,21.9,"£36,962"
908,2737,142955,Primary,6,9,3,4.7,4.4,2.8,21,"£35,127"
908,2716,142956,Primary,6,7,1,5.4,3.0,0.8,13.1,"£31,385"
908,2231,142957,Primary,7,11,2,5.3,5.7,0.9,20,"£41,442"
908,2502,142958,Primary,21,30,8,20.3,21.2,7.1,20.3,"£35,015"
908,2404,142959,Primary,2,2,1,1.8,1.2,0.5,13.9,NA
331,4030,142960,Secondary,61,23,17,58.2,21.4,15.1,14.6,"£42,897"
841,3133,142961,Primary,8,5,5,6.0,4.0,2.8,18.2,"£49,416"
841,3002,142962,Primary,9,8,2,7.7,6.0,1.7,25.2,"£42,753"
838,3369,142963,Primary,11,7,3,6.9,3.4,1.3,20,"£37,357"
332,2102,142964,Primary,31,41,4,27.2,28.1,3.3,20.4,"£39,361"
805,2090,142965,Primary,17,23,3,16.2,20.6,2.6,19,"£41,717"
311,2036,142966,Primary,16,13,5,11.7,10.7,3.2,17,"£44,626"
856,2328,142967,Primary,16,20,4,14.1,12.1,2.0,17.1,"£37,557"
926,2201,142968,Primary,13,18,8,11.6,12.6,6.4,15.5,"£45,159"
812,2937,142969,Primary,11,12,5,10.2,9.9,3.7,17.5,"£36,856"
839,3154,142970,Primary,18,21,7,14.2,9.7,2.4,24.9,"£41,085"
839,2260,142971,Primary,10,8,3,7.4,6.3,1.9,25.4,"£36,497"
839,2152,142972,Primary,16,19,4,13.6,11.0,2.1,25.8,"£40,363"
839,3152,142973,Primary,30,42,11,26.1,23.5,8.2,24.1,"£40,119"
839,3211,142974,Primary,39,31,10,31.3,16.6,6.7,23,"£41,109"
839,2259,142975,Primary,29,17,9,24.8,11.2,5.9,19.9,"£41,108"
372,2018,142976,Primary,11,13,3,9.5,8.9,1.8,19.9,"£36,190"
372,2019,142977,Primary,8,12,6,8.0,8.2,2.6,15.8,"£40,106"
372,2116,142978,Primary,13,7,4,9.6,6.4,2.8,12.7,"£34,035"
334,2020,142979,Primary,11,22,16,9.0,13.2,12.8,24.7,"£42,237"
860,4133,142980,Middle deemed secondary,34,10,6,32.5,9.7,4.8,16.3,"£42,035"
860,2352,142981,Primary,17,24,4,16.0,13.2,3.3,26.9,"£40,202"
860,3114,142982,Primary,9,4,2,7.7,3.4,2.0,21.9,"£38,101"
860,4180,142983,Secondary,60,22,25,56.6,15.6,20.3,16.9,"£42,114"
860,2392,142984,Primary,22,15,5,17.1,9.8,3.7,21.1,"£40,582"
860,3498,142985,Primary,21,28,4,20.1,10.2,3.0,21.4,"£37,444"
860,3044,142986,Primary,14,25,3,12.0,13.4,2.9,25.5,"£42,388"
860,4111,142987,Secondary,86,18,53,83.3,13.9,49.3,16,"£42,105"
861,2013,142988,Primary,24,25,18,19.9,13.4,12.7,22.8,"£40,914"
861,2115,142989,Primary,25,22,11,20.4,13.5,8.5,22.6,"£39,501"
861,2114,142990,Primary,17,21,12,16.4,12.3,10.0,27.6,"£40,302"
861,2117,142991,Primary,22,34,5,19.1,29.0,3.6,23.2,"£43,276"
861,2009,142992,Primary,12,11,9,10.4,4.5,5.6,21.8,"£42,563"
935,2022,142993,Primary,17,20,5,11.5,7.6,2.8,21.1,"£39,951"
935,3097,142994,Primary,8,5,2,5.8,3.2,0.9,17.2,"£35,592"
935,2030,142995,Primary,10,9,2,7.8,5.8,1.3,22.6,"£41,007"
394,2168,142996,Primary,10,6,3,9.6,5.2,2.9,17.9,"£41,903"
394,2144,142997,Primary,10,9,4,9.4,6.9,3.2,24.4,"£45,560"
936,2401,142998,Primary,16,21,4,13.6,12.5,0.8,16.9,"£35,035"
936,2313,142999,Primary,25,42,23,20.4,27.6,11.8,18.1,"£38,806"
936,2095,143000,Primary,13,17,2,11.2,12.6,1.8,20.1,"£35,794"
936,2381,143001,Primary,13,12,5,10.4,9.8,4.2,17.2,"£43,230"
384,2067,143003,Primary,15,14,4,13.6,8.6,2.9,22.8,"£36,160"
865,3061,143004,Primary,8,11,3,6.9,4.4,1.3,21.3,"£38,142"
865,4071,143005,Secondary,32,8,16,31.6,8.0,16.0,12.9,"£41,752"
865,3071,143006,Primary,15,16,2,12.1,11.9,1.7,28.6,"£35,110"
865,3022,143007,Primary,10,15,2,8.8,8.5,1.4,27.2,"£42,011"
865,3094,143009,Primary,7,5,2,6.4,2.9,1.0,14.9,"£38,490"
800,2162,143010,Primary,10,13,1,8.0,6.7,0.9,22,"£40,083"
895,2137,143011,Primary,23,14,6,19.9,8.5,4.0,20.8,"£37,414"
861,2111,143012,Primary,10,13,7,9.6,4.7,5.9,25,"£37,516"
866,7013,143013,Not applicable,17,45,3,14.9,31.2,2.1,6.6,"£41,174"
866,7012,143014,Not applicable,21,86,7,19.9,59.2,5.6,7,"£39,519"
892,3000,143015,Primary,15,14,4,14.6,11.7,4.0,17.6,"£36,542"
908,2028,143016,Primary,7,12,2,5.3,4.1,0.9,20.7,"£43,710"
206,2001,143020,Primary,7,8,1,7.0,5.6,1.0,21.9,"£48,248"
802,3450,143021,Primary,17,14,4,12.9,5.9,2.3,23.1,"£40,417"
318,4002,143022,Secondary,40,7,6,40.0,6.9,6.0,14.9,"£41,461"
928,2201,143025,Primary,27,25,3,24.0,16.6,3.0,17.5,"£38,717"
350,2081,143030,Primary,25,31,9,23.4,26.4,7.2,21.8,"£41,052"
350,2071,143031,Primary,13,15,4,12.6,11.7,3.5,22,"£38,674"
380,3370,143032,Primary,14,22,4,14.0,17.2,3.3,20.8,"£38,925"
305,2074,143033,Primary,26,34,3,20.4,15.4,2.8,20.8,"£41,820"
845,3090,143034,Primary,28,28,19,22.8,16.0,10.7,29.2,"£41,193"
845,4610,143035,Secondary,68,12,27,60.0,9.5,22.9,18.2,"£42,434"
935,2150,143050,Primary,9,7,2,4.1,3.8,0.9,21.3,"£36,240"
334,2003,143051,Primary,12,5,4,10.4,3.3,2.7,14.3,"£40,440"
373,2046,143052,Primary,16,28,3,15.7,20.9,2.9,24.2,"£36,927"
926,2128,143053,Primary,13,14,2,9.3,7.4,1.4,23.1,"£38,943"
